,City,City Latitude,City Longitude,Venue,Venue Id,Venue Latitude,Venue Longitude,Venue Category
52,"Rio de Janeiro, Brazil",-22.9110137,-43.2093727,Hilton,591ae35728122f24a87dbcfc,-22.9645574,-43.1734153,Hotel
